Date,SP500,SP500corr,filterSP500corr,Open,High,Low,Last,,,,,,,,,,,,,
2018-01-10,2753.25,0.056974871,0,2753,2754.5,2739.5,2753.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-01-11,2772.25,0.033566786,0,2753,2773.25,2750.5,2772.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-01-12,2791.75,0.036354462,0,2772,2792.75,2769.75,2792.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-01-16,2786,0.045268269,0,2793.75,2812,2773,2786.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-01-17,2807.5,0.046161768,0,2783.5,2813.25,2782.75,2807.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-01-18,2800,0.048458044,0,2808,2811.75,2798,2801,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-01-19,2815,0.030809725,0,2801.75,2819,2796,2817,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-01-22,2839.75,0.031209933,0,2808,2843,2806.5,2840.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-01-23,2844.25,0.003899114,0,2840,2849,2833.75,2843,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-01-24,2845.25,0.071246186,0,2843.5,2859.75,2829.75,2845,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-01-25,2845.5,0.053912697,0,2842.25,2858.25,2835,2846.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-01-26,2879,0.03687537,0,2846,2880,2846,2879,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-01-29,2858.25,0.01544306,0,2879.5,2883.25,2856.5,2857.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-01-30,2829.25,0.021158271,0,2860,2862.25,2823.25,2827.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-01-31,2830.25,0.027955587,0,2828.75,2844.25,2817.25,2831,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-02-01,2827,0.002888881,0,2834,2841.75,2814.25,2828.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-02-02,2761,0.003802424,0,2830.5,2835,2759.75,2761.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-02-05,2611,0.002805026,0,2761,2767,2597.25,2623.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-02-06,2698,0.010359392,0,2627,2702,2532.5,2687.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-02-07,2671.5,0.023395555,0,2687,2730.5,2664.5,2671.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-02-08,2596,0.016630316,0,2666.75,2689.75,2580,2599.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-02-09,2621.75,0.015368364,0,2597.75,2640,2533,2624,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-02-12,2658.25,0.014739758,0,2630.75,2674.25,2623.25,2655.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-02-13,2664.75,0.020029065,0,2656.5,2670.5,2637.5,2666,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-02-14,2700.5,0.032932145,0,2665.75,2705.25,2630.25,2699.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-02-15,2737.75,0.037966184,0,2699.5,2740,2692.5,2738,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-02-16,2739,0.023786019,0,2738.25,2759,2726.25,2740.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-02-20,2718.25,0.02733597,0,2737.5,2752,2710.25,2719.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-02-21,2703,0.01408575,0,2719.25,2752,2698,2703.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-02-22,2715.75,0.004889414,0,2702.75,2735.25,2686.75,2718.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-02-23,2753.25,0.00179893,0,2717,2754.5,2714.25,2750,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-02-26,2789.5,-0.008774493,0,2755.25,2791,2744.5,2788,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-02-27,2752.75,0.002801832,0,2787.75,2795,2747.5,2752.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-02-28,2719.5,0.044312697,0,2751.75,2767,2716.75,2724.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-03-01,2683,0.01564661,0,2723.75,2736,2663.5,2684.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-03-02,2694.75,0.006826942,0,2684.5,2700.5,2651.75,2694.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-03-05,2723,0.002418322,0,2688.25,2732.5,2669,2724.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-03-06,2729,0.01341301,0,2723.75,2739,2715.25,2728.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-03-07,2728.25,-0.00178842,0,2708,2735.25,2686.5,2727.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-03-08,2744.25,0.019870787,0,2728.5,2745.5,2724.25,2743.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-03-09,2788.75,0.012290039,0,2742,2792,2735.5,2788,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-03-12,2789,-0.018741366,0,2788.75,2805.25,2783.75,2788.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-03-13,2772.75,-0.012923307,0,2787,2807.25,2762.5,2768.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-03-14,2754,-0.017790373,0,2767,2783.5,2748.25,2755.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-03-15,2755.5,-0.020377466,0,2754.75,2767.25,2745,2758.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-03-16,2756,-0.017554967,0,2757.5,2766.25,2750.25,2755.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-03-19,2729.25,-0.018241373,0,2763,2763,2703.25,2729,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-03-20,2730.25,-0.030173349,0,2726.5,2735.75,2719,2730.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-03-21,2724.75,-0.02518916,0,2731,2750,2719.75,2724,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-03-22,2648.5,-0.011103618,0,2724.25,2733,2647,2651.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-03-23,2602.5,0.002753306,0,2649.5,2664,2590,2600.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-03-26,2664.5,-0.025360951,0,2600.75,2667.5,2596.5,2665,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-03-27,2620.25,-0.02240581,0,2665,2684.25,2600.75,2617.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-03-28,2612.25,-0.052053592,0,2615.25,2638,2597.25,2612.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-03-29,2647.75,-0.050394129,0,2615,2664,2606,2641,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-04-02,2579,-0.021735738,0,2639,2645.75,2556.75,2587,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-04-03,2617.25,-0.042021022,0,2586.5,2622.25,2578,2616.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-04-04,2651,-0.047325054,0,2616.5,2653.75,2563.5,2649.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-04-05,2666,-0.044340482,0,2650.5,2676,2648.25,2666.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-04-06,2610,-0.035464372,0,2666.25,2667.5,2588.25,2608.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-04-09,2623,-0.018616767,0,2613,2657.25,2613,2622,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-04-10,2659.25,-0.029804277,0,2621.5,2670.25,2616.5,2658.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-04-11,2645.25,-0.030627086,0,2658,2665.25,2630.5,2647,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-04-12,2668.25,-0.030482029,0,2647.25,2679,2644.5,2669,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-04-13,2661.75,-0.027205108,0,2665.5,2684.25,2649,2663.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-04-16,2686.25,-0.041476135,0,2676.5,2691.5,2665.5,2683.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-04-17,2711.25,-0.02107146,0,2686,2718.5,2683.75,2710,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-04-18,2714.5,-0.029408426,0,2709.5,2722.75,2708.25,2715.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-04-19,2698,-0.025033347,0,2716.5,2717.5,2686.5,2698,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-04-20,2676.5,-0.027855578,0,2699,2702.75,2664.5,2676.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-04-23,2676,-0.036280044,0,2687.75,2689.25,2661.75,2676.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-04-24,2639.5,-0.030301792,0,2677.5,2693,2620.75,2639.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-04-25,2649.25,-0.030759299,0,2638.5,2652.25,2615.75,2651,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-04-26,2679,-0.03097375,0,2653,2681.75,2644.5,2677.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-04-27,2675.75,-0.028405048,0,2679.5,2680.5,2662,2676,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-04-30,2651.5,-0.027696432,0,2678,2686,2649.25,2649.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-05-01,2656.5,-0.027710827,0,2654.5,2661.75,2627.75,2659.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-05-02,2631.75,-0.024375955,0,2659.75,2662.75,2628.75,2630.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-05-03,2636,-0.020952641,0,2630.75,2640,2595.75,2636,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-05-04,2667.5,-0.025831346,0,2637.5,2673.5,2616.5,2668,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-05-07,2674.25,-0.033018918,0,2667,2686,2666.25,2672.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-05-08,2674.25,-0.02895756,0,2672,2678.25,2656.75,2674.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-05-09,2700.25,-0.024374807,0,2673,2704,2671,2700,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-05-10,2722.75,-0.02938663,0,2701.25,2729,2697.5,2720.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-05-11,2733.5,-0.029814984,0,2721.25,2736.5,2721,2732.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-05-14,2735.25,-0.030874468,0,2733,2745.25,2728.75,2733.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-05-15,2713.25,-0.029549828,0,2733.75,2735,2705,2714,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-05-16,2727.5,-0.032141938,0,2715.75,2732,2708.75,2726.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-05-17,2723.5,-0.023612762,0,2726.25,2736.25,2715.75,2723.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-05-18,2717.75,-0.021707318,0,2721,2731.25,2712.75,2717.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-05-21,2737.75,-0.039980573,0,2733.25,2744,2729.75,2737.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-05-22,2731,-0.023606117,0,2736.25,2746.75,2726.25,2730.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-05-23,2735.5,-0.005170851,0,2729.5,2737.5,2709.75,2735,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-05-24,2732,-0.010427752,0,2734.5,2738.75,2710.25,2731.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-05-25,2722.75,-0.005430343,0,2732.25,2742,2718.25,2726,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-05-29,2696.5,0.000992352,0,2731.75,2736.5,2679.25,2697.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-05-30,2729,0.001588396,0,2697.75,2733.25,2690,2727,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-05-31,2709.75,0.001248336,0,2724.75,2732.5,2703.75,2711.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-06-01,2738.25,0.017672385,0,2711.25,2741,2710.5,2739,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-06-04,2749.75,0.016735117,0,2736.75,2753.75,2733.25,2750.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-06-05,2755.5,0.013427805,0,2750,2757.25,2743,2755.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-06-06,2776,0.018318991,0,2755.5,2778.5,2752,2777.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-06-07,2776,0.011457079,0,2777.5,2783.5,2763.75,2776.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-06-08,2782.5,0.004399316,0,2775.25,2783.25,2755.75,2782.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-06-11,2786.75,-0.013186049,0,2776.75,2794.25,2774,2786,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-06-12,2788.25,-0.00079995,0,2785,2794,2782.25,2792.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-06-13,2779,-0.015529753,0,2792,2796,2778.5,2779.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-06-14,2788.5,-0.059202589,0,2777.75,2794,2772.25,2788.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-06-15,2784.5,-0.042258804,0,2787,2788.5,2765.5,2781.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-06-18,2784,-0.004262467,0,2783.75,2791,2765.5,2782.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-06-19,2770,-0.022187592,0,2783,2784.25,2740.5,2769.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-06-20,2776,-0.028164052,0,2767,2782,2761.5,2775,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-06-21,2756.25,-0.025480576,0,2774.25,2788.75,2751,2754.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-06-22,2763.25,-0.02545587,0,2753,2772,2753,2760.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-06-25,2725.5,-0.005191899,0,2761,2761,2703.75,2725.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-06-26,2732,0.035890545,0,2726.5,2738.5,2718.25,2728.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-06-27,2708,0.030457318,0,2730.25,2751.25,2704.5,2708.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-06-28,2722.5,0.02208744,0,2707.5,2729.25,2696.75,2723.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-06-29,2725,0.022703474,0,2725,2748.5,2720.25,2724,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-07-02,2730.5,0.021406795,0,2726.75,2731.25,2702.25,2730.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-07-03,2716.75,0.019139991,0,2728.75,2744.5,2715.75,2716,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-07-05,2742.25,0.022187356,0,2716,2743,2714.75,2742.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-07-06,2766.5,0.037125215,0,2740,2770,2734.75,2766.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-07-09,2791.25,0.04777759,0,2765.5,2791.75,2765.5,2791.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-07-10,2800.5,0.040184989,0,2791,2801.5,2785,2789.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-07-11,2777.75,0.044402995,0,2785.5,2791,2769.75,2779.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-07-12,2802.25,0.064594246,0,2780.5,2804.75,2778,2802.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-07-13,2807,0.055221698,0,2802,2810.5,2796.75,2808,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-07-16,2800.5,0.053723177,0,2809,2813,2799,2800.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-07-17,2815.25,0.043736846,0,2797.75,2819.75,2793.5,2816.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-07-18,2820,0.042584349,0,2818,2822,2811.25,2818.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-07-19,2809.25,0.034260074,0,2819,2821.5,2804.5,2809.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-07-20,2804.5,0.041375379,0,2809.25,2814,2797,2806.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-07-23,2816,0.063916096,0,2808.25,2816,2796.75,2815,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-07-24,2825,0.042026076,0,2815.25,2835,2814.75,2823,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-07-25,2845.5,0.057952644,0,2821.5,2853.5,2818.25,2849,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-07-26,2846.5,0.065128398,0,2843,2850.25,2837.5,2843.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-07-27,2821.5,0.062874942,0,2844.75,2851.25,2813,2821.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-07-30,2807.25,0.044686109,0,2820.25,2825.25,2802.5,2809.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-07-31,2821.25,0.047611362,0,2808.5,2831.75,2807.25,2830.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-08-01,2815,0.053642451,0,2827.75,2829.5,2810,2818.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-08-02,2832.5,0.075669695,0,2817.5,2835,2795.5,2835,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-08-03,2843.75,0.092137342,0,2833.5,2845.25,2829,2845,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-08-06,2854.25,0.057500206,0,2846.25,2857.25,2839,2853.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-08-07,2864,0.046096201,0,2853,2868,2852.75,2865,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-08-08,2859.5,0.053634738,0,2863.75,2866.5,2856.75,2857.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-08-09,2858,0.060233901,0,2858.5,2866.75,2855.25,2856.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-08-10,2840.75,0.051690153,0,2856.25,2856.5,2830,2843,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-08-13,2829.5,0.04265043,0,2840,2847.75,2823.75,2829.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-08-14,2845,0.060063624,0,2830.75,2847.25,2830.25,2846,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-08-15,2825,0.017346089,0,2844.5,2846.5,2807,2826.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-08-16,2848.75,0.008736384,0,2826.5,2856,2821.5,2848,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-08-17,2856.25,0.033481306,0,2846.75,2861.25,2839.25,2857.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-08-20,2862.75,0.099447261,0,2857.25,2865,2854.5,2861.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-08-21,2865.75,0.069209362,0,2860.5,2877.75,2856.5,2859,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-08-22,2865.25,-0.007203066,0,2858,2872.25,2850.5,2865.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-08-23,2862,0.016107832,0,2867.75,2873.75,2859,2862.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-08-24,2881,0.043536371,0,2862,2881.5,2860.75,2880.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-08-27,2902.75,0.017561133,0,2882,2903.75,2881.5,2903.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-08-28,2903.5,0.017901954,0,2902.5,2910.5,2898.75,2904.5,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-08-29,2919,0.005827847,0,2904.5,2921.75,2902.25,2919.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-08-30,2906.5,0.04627303,0,2920,2921,2899.75,2903.75,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
2018-08-31,2906.5,0.071354307,0,2902.25,2911.5,2896.25,2911.25,161648.9034,"$95,366",,0,,"$104,859","$161,649","$61,862","$58,996",,0,,"$169,504"
